name,prompt,negative_prompt
ART | Deco,"Art Deco style, Symmetry, streamlined shapes, geometric patterns, luxury, modernity, glamour, sleek lines","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Dieselpunk,"Dieselpunk art style, retro-futuristic, industrial aesthetics, mechanical marvels, alternative history, gritty and dystopian atmosphere","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Egyptian,"Egyptian art style, iconic symbolism, intricate hieroglyphics, dynamic composition, Egyptian cultural significance","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Futurism,"Futurism art style, dynamic composition, bold geometric forms, vibrant colors, captures the spirit of technological advancement and modernity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Gilded,"Gilded art style, opulent, luxurious, metallic elements, divine symbolism, fine craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Glitch,"Glitch art style, embraces digital errors and glitches, distorted and fragmented imagery, experimental and abstract, challenges traditional notions of perfection and beauty","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Gothic,"Gothic art style, gothic details, dramatic compositions, rich symbolism","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Interstellar,"Interstellar art style, Cosmic, Space, Celestial, Galactic, Nebulae, Stars, Planets, Exploration, Unknown, Infinity, Futuristic","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Japanese Traditional,"Japanese traditional art style, delicate lines, subtle colors, intricate details, dynamic compositions, cultural heritage, adds elegance and sophistication","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Linocut,"Linocut art style, relief printing, bold and graphic imagery with striking contrasts","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Lucha Libre,"Lucha libre art style, dynamic and colorful compositions, exaggerated characters, captures the excitement and energy of Mexican wrestling culture","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Mayan,"Mayan art style, rich cultural heritage, intricate geometric patterns, mayan colors,  reflects the spiritual and artistic achievements of the Maya civilization","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Minoan,"Minoan art style, dynamic composition, Minoan cultural significance, adds depth and richness","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Naive,"Naive art style, simplistic and childlike aesthetic, spontaneous and untrained, captures innocence and purity, features bold colors, exaggerated perspectives, and whimsical themes","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Necropunk,"Necropunk art style, dark and macabre, blending of death and technology, eerie and unsettling imagery, explores themes of mortality and decay, unique and thought-provoking concepts","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Nouveau,"Art Nouveau art style, elegant and organic forms, intricate floral motifs, flowing lines, decorative and ornate, influenced architecture, design, and visual arts in the late 19th and early 20th centuries","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Pixel Art,"pixel art style, pixelated design, flat, uses pixelated graphics reminiscent of classic video games, charming simplicity, intricate detailing despite limited resolution","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
ART | Pop Art,"Pop art style, vibrant colors, bold outlines, use of popular culture imagery, iconic and recognizable, consumerism and mass media","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
ART | Propaganda,"propaganda art style, bold and persuasive imagery, dynamic compositions, serves as a powerful tool for communication and persuasion","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Psychedelic,"Psychedelic art style, vibrant and surreal imagery, kaleidoscopic patterns, intense colors, mind-expanding and hallucinatory, reflects the psychedelic experience and counterculture movement","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Rococo,"Rococo art style, ornate, light-hearted, elegant, decorative, playful subjects, asymmetrical designs","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Solarpunk,"Solarpunk art style, optimistic vision of the future, sustainable technology, renewable energy sources, lush and green landscapes, community and harmony with nature","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Stencil,"Street Art, Urban setting, graffiti, murals, social messages, public spaces, anonymity, vibrant visuals","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Street Art,"Stencil art style, urban and contemporary, graphic and bold imagery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Steampunk,"Steampunk art style, Victorian-era aesthetics, steam-powered machinery, brass and gears, fantastical inventions, retro-futuristic adventure","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Surrealism,"Surrealism art style, dreamlike and irrational imagery, explores the unconscious mind, juxtaposition of unlikely elements, challenges reality and logic","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Synthwave,"Synthwave art style, retro-futuristic aesthetic, vibrant neon colors, nostalgic 80s imagery, futuristic landscapes, nostalgic and atmospheric","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Ukrainian Folk Art,"Ukrainian folk art style, vibrant colors, intricate patterns, dynamic compositions, traditional motifs, cultural heritage, adds richness and depth","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Vaporwave,"Vaporwave art style, nostalgic and surreal aesthetic, 80s and 90s retro imagery, glitch art elements, pastel colors, dreamy and ethereal atmosphere","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
ART | Westernpunk,"Westernpunk art style, fusion of Wild West and futuristic elements, rugged landscapes, cowboy aesthetics, steam-powered technology, adventurous spirit","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
||| CRAFTS,Craft art style,"signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Ceramic,"Ceramic craft style, versatile and durable, pottery and ceramic artwork, showcases creativity and craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Ceramic > Cibulak,"Cibulak porcelain art style, delicate and intricately detailed porcelain creations, traditional Kazakh craftsmanship, exquisite hand-painted designs, cultural heritage preservation","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Ceramic > Glass,"Ceramic glass craft style, combines ceramic and glass materials to create unique and innovative artwork, offers versatility in texture and transparency, allows for experimentation with light and color","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Ceramic > Moche,"Moche craft style, ancient Peruvian civilization known for its intricate ceramic vessels and figurines, rich cultural and artistic heritage, showcases advanced craftsmanship and artistic skill","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Ceramic > Porcelain,"Ceramic porcelain craft style, utilizes porcelain clay to create delicate and translucent artworks, smooth texture and white color, allows for intricate detailing and precise forms","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Crochet,"Crochet craft style, versatile and creative, yarn","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Crochet > Amigurumi,"Amigurumi crochet style, Japanese art, cute and whimsical designs, fosters creativity and handcrafting skills","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Cross-stitching,"Cross-stitching art style, traditional and timeless craft, precise and meticulous stitching technique, intricate and decorative piece","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Embossed,"Embossed art style, raised and textured surfaces, adds depth and dimension to artwork, tactile and interactive","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Embroidery,"Embroidery art style, decorative designs on fabric, intricate stitching techniques, adds texture and dimension to artwork","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Felt,"Felt art style, tactile and textural, intricate detailing and layering","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Gobelin Tapestry,"Gobelin tapestry art style, intricate woven designs, rich colors and textures","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Kirigami,"Kirigami art style, combines paper cutting with origami folding techniques, creates intricate and dynamic paper sculptures, encourages creativity and precision","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Knitting Art,"Knitting art style, fabric and patterns, intricate designs and textures","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Lapidary,"Lapidary art style, intricate and precise craftsmanship in cutting and polishing gemstones, creates dazzling and unique pieces of jewelry and sculpture, showcases the natural beauty of mineral","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Laser Engraving Wood,"Laser engraving art style, precise and detailed engraving on plywood, allows for intricate designs and patterns, modern and versatile technique, flat, wood engraving art","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Leatherworking,"Leatherworking art style, craftsmanship of creating designs and patterns on leather, carving, stamping, and dyeing techniques","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Macrame,"Macrame art style, uses knotting techniques to create textiles or decorative items, versatile and tactile craft, allows for intricate patterns and designs","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Marquetry,"Marquetry art style, intricate wood inlay technique, creates decorative patterns and images using veneers of different woods, showcases craftsmanship and attention to detail","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Metalwork,"Metalwork art style, manipulation of metal to create sculptures, showcases craftsmanship and technical skill, intricate and durable designs","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Mosaic,"mosaic art style, versatile and decorative, uses small pieces of tile, adds color and texture, glossy, sharp","worst quality, blurry, normal quality, signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts, low details, bad photo, bad photography, bad art"
Craft | Mosaic > Roman,"Roman mosaic art style, intricate and colorful mosaic designs, depict scenes from mythology, daily life, and nature, showcases superb craftsmanship and attention to detail, cultural and historical significance","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Needlepoint,"Needlepoint art style, needlepoint intricate and detailed design created through stitching, rich texture and depth, intricate patterns and color variations, fosters creativity and craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Origami,"Origami art style, traditional Japanese paper folding technique, creates intricate sculptures and designs from  paper","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Paper Cut,"minimalist Paper cut craft style, designs cut from paper, allows for detailed and delicate artwork","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Plasticine,"Plasticine art style, malleable and colorful modeling material, ideal for sculpting and creating 3D artwork","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Pyrography,"Pyrography art style, uses heat to burn designs onto wood, creates intricate and permanent markings, showcases craftsmanship and attention to detail","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Quilted,"Quilted art style, combines fabric and stitching to create intricate designs and patterns, reflects cultural traditions and personal stories, tactile and cozy, showcases craftsmanship and creativity","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Scrapbooking,"Scrapbooking art style, creative arrangement of photographs, memorabilia, and decorative elements in albums or displays, preserves memories and tells stories","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture,"Sculpture craft style, three-dimensional art form, allows for the creation of expressive and tactile works using various materials , embodies creativity and artistic vision","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Bronze,"Bronze sculpture craft style, utilizes bronze as the primary material for creating three-dimensional artworks, known for its durability and timeless beauty, allows for intricate detailing and expressive forms","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Alebrije,"Alebrije sculpture style, vibrant and fantastical Mexican folk art, intricate and whimsical animal figures, handcrafted, celebrates creativity and imagination","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Bas-relief,"Bas-relief art style, sculptural technique where figures or designs are raised slightly from the background, creates depth and texture","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Clay,"Clay sculpture craft style, utilizes clay as the primary material for creating three-dimensional artworks, allows for versatile shaping and modeling technique","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Haniwa,"Haniwa craft style, ancient Japanese burial sculptures, simplistic and stylized figure, cultural and historical significance, preserves traditional craftsmanship and artistry","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Jade,"Jade sculpture craft style, utilizes jade as the primary material for creating three-dimensional artworks, esteemed for its beauty and cultural significance, allows for intricate carving and sculpting techniques","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Marble,"Marble sculpture craft style, utilizes marble as the primary material for creating three-dimensional artworks, renowned for its elegance and beauty, allows for intricate detailing and smooth finishes, timeless and enduring","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Netsuke,"Netsuke craft style, traditional Japanese miniature sculpture, intricately carved and detailed, functional and decorative, reflects Japanese culture and craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Olmec,"Olmec craft style, ancient Mesoamerican art tradition, iconic stone sculpture and figurine, rich cultural heritage, significant influence on subsequent civilizations","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Gold,"Gold sculpture craft style, utilizes gold as the primary material for creating three-dimensional artworks, embodies luxury and opulence, allows for intricate detailing and fine craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Sand,"Sand sculpture art style, temporary and ephemeral art form created by shaping and carving sand, showcases creativity and skill","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Stone,"Stone sculpture craft style, utilizes stone as the primary material for creating three-dimensional artworks, allows for intricate carving and sculpting techniques, durable and long-lasting, embodies strength and solidity","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Wood,"Wooden sculpture craft style, utilizes wood as the primary material for creating three-dimensional artworks, showcases the natural beauty and texture of wood, allows for intricate detailing and expressive forms","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Sculpture > Wood Carving,"Wood carving art style, sculptural technique that involves carving wood to create three-dimensional forms, showcases craftsmanship and precision","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Shadowbox > Paper,"3D papercut shadowbox art style, intricate paper cutting technique to create layered scenes or designs, plays with light and shadow, adds depth and dimensionality to artwork, depth, silhouette","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Shadowbox > Wood,"cat, 3D wood shadowbox art style, layers of wood cut and assembled to create dimensional scenes or designs, natural textures and tones, adds warmth and depth to artwork, depth, silhouette","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | 3D Layered Plywood Wall Art,"3D plywood laser cut, symmetrical, 3D layered wood wall art style,  stacked layers made from plywood, laser cut, on white painted wall, stacked, 3d layered, minimalist,  layered, dimensional, depth, silhouette, shadow, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured, complex, intricate, signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
Craft | Stained Glass,"Stained glass art style, vitrail, isolated on solid color background, vibrant colors, intricate patterns, luminous effects when hit by sunlight, traditional craftsmanship, flat","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts, 3d"
Craft | Tapestry,"Tapestry art style, woven textile technique, intricate designs and patterns","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts, 3d"
